meter_id,dwelling_type,num_occupants,num_bedrooms,heating_fuel,hot_water_fuel,boiler_age,loft_insulation,wall_insulation,heating_temperature,efficient_lighting_percentage,dishwasher,freezer,fridge_freezer,refrigerator,tumble_dryer,washing_machine,game_console,laptop,pc,router,set_top_box,tablet,tv
0xe5063527eecadd12a56cc77a43c1531c77a23414,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x118a736b3147c2674787751949e4dc662b8a3045,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0xeb631e9afe999370fdfce32f2a93be1468b8f182,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x29d5938d8d50d1f70c5a555113530b358637f662,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0xd81f17121f7e6e78f3608c1471d6b46b11aeb1c4,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x817292b82741b453dbd3be6896b165134646101e,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x07850eca30c40924dabb1bdcf562a8cfd7b73c80,bungalow,,4.0,,,,,,,,,,,,,,,,,,,,
0xae91609c7f286d00b1f5b1c0d3a0c0927064abea,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0xbda34692458e426dcf8aca1007775f2cabc4017f,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x05c8739e70e32861e106daffaa444784ebf5400a,,,,,,,,,,,,,,,,,,,,,,,
0x82705e15d2c1a63208568b4948d28c244ca60966,,,,,,,,,,,,,,,,,,,,,,,
0x1c64eb22c53aaf2d3d437a317f24b00001669dbf,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x8a7da43eb89dff963f22d25d9be014b1a556b743,,,,,,,,,,,,,,,,,,,,,,,
0x42f70879b10aa947bf923fbf560a0b3484f02e7d,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x8d53d4a86bca1ea4a6b3c03b5f3c6259770d6c3b,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x0fba497cd50e3d349ea75f60a5424724c339b1a0,,,3.0,,,,,,,,,,,,,,,,,,,,
0x3831f118f92689aa3a6a5b3a4017649dcfafbbfb,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x1613c5665fe0346203212b85b5de5ff4506e080b,detached_house,2.0,4.0,gas,gas,new,y,y_cavity,18_to_20,0_to_25,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,,1.0,1.0,2.0,1.0
0x5b62e2b29738b7ba3d930e55a3fcac7121ffcdb5,flat,,3.0,,,,,,,,,,,,,,,,,,,,
0x813c3670429901d6727ef4ab4094fc579232e7cb,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x4efcb0ff8457cbeb0ee8da876138fe519872e496,,,,,,,,,,,,,,,,,,,,,,,
0x081555da214182ccdc1b573c02994eeac835e304,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x26a548ccba99507997354a1e9dad6f644f1210ff,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xcc7b578dbe52409fcaef236238f701da2117e72d,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x32ae3c0eab8e455847580f52d0bcaf40660034de,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x8a0f04498344480d2d659e5241b95aea2e3bfc62,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x09e74fb3bd92748ec214d99b2cbb1b1f47d75d70,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x0a1642eba288d84b199b5e87ec1da613202b599d,,,,,,,,,,,,,,,,,,,,,,,
0x0af1a109f5a17bb427c28ac0e202c3ee6aac1411,,,5.0,,,,,,,,,,,,,,,,,,,,
0xd7b5bf089c03a689975d2e527dc5aafb9f4eed3d,bungalow,,2.0,,,,,,,,,,,,,,,,,,,,
0x88063d4393b5e679d58fa4fafc51ade337e83cee,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xa8291391ddfb9ba6f91033f6c608d242385f95fc,flat,,,,,,,,,,,,,,,,,,,,,,
0x915541e4c79e642604f02b8dc6f707e4dc3435f3,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0xc29e4587ef2e7eb1f13a24fa43c41975dc9d9586,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x69497456dd8381f72287320599923103e4a450c0,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x15af73bc5363f8ed9a7d38c952e27a060a39ad45,,,3.0,,,,,,,,,,,,,,,,,,,,
0xdf2ea17c935ac778a833ebc3c9426f42617025ea,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x3bbaa8b78f08a064bece9a78dcd8017b99ad25b0,,,3.0,,,,,,,,,,,,,,,,,,,,
0x4785730244410b9eee1612b3829c24c5a6e6913e,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x85acce4007c7d2f49520bd9f0974a278550e1609,,,3.0,,,,,,,,,,,,,,,,,,,,
0x50f1d9b3e27f4e3768643c1b7cb5c42ab13f5d89,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x98b729c4c9dab69e4163eb2d6a737985e24e8628,bungalow,,2.0,,,,,,,,,,,,,,,,,,,,
0x71d70168f611f4091ecf5e8c6fdb2bec7310173c,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x25215bc4427b55c31bc9390716f066ee83cbba14,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0xd1a6120152864bf0054f404731561f345b1a4cd5,,,2.0,,,,,,,,,,,,,,,,,,,,
0x30527d3f5c855b3af840f5a94385e5f9fe67e1d8,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xe5cbfd579d8c6b6b1855759334ef84fc28d292ec,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xc190ef581710c5b1420957342f3c66849a1f056e,,,,,,,,,,,,,,,,,,,,,,,
0x937637e1d2dafb19bbd75a94c22eda522bd9ddec,detached_house,,5.0,,,,,,,,,,,,,,,,,,,,
0x2224c523656379e6115cd787df97b1ac0f5506b6,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x400ed788844ef1c667799f9c82e60b2efec90b26,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x662969a010d54340e1468b7e3ee7ec7bfd4594d9,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x6d4803f782db52001d94cef623d9d3f6ce9eb8dc,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x61ae8805d10838ace4f6d7cf97d9836b3e426aff,,,,,,,,,,,,,,,,,,,,,,,
0x001d6227832325ab6167b82d6d7175d254f57c3a,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xb6bbff6ca76cae6f2c5ae170efeb4d9109333367,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x866f47864ad46756755708467a8f20fe130fcf19,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x3ed8407d1d5f7bb4b45a2e493cc98d9c3ab3cdb7,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x574fbd3fb860447c005bb090fc7f194c4ee6e489,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x347be1281f5b416dbb5b25f535145f055d69b0ac,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x2b2b3abcc82063ea59dbf366ed536cc9e9881596,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xd33e5ad8e928a17e08384bea04c0d583edc77c2c,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xc053c89ca63bad876806ebd23e6cbcdf71b8b1a3,,,,,,,,,,,,,,,,,,,,,,,
0xcef4d8d3c2bde0565ceac3814cf8ef43a25b4963,,,2.0,,,,,,,,,,,,,,,,,,,,
0xebc6019ab4ef2300113d585a6fb9e85656342558,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x3fa8effb7c96a42b8600e5e8eace26cbdde14c46,detached_house,,5.0,,,,,,,,,,,,,,,,,,,,
0x3dfc3c4fba7810e9bf94483d996ff465c1b5e1de,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x5fd785d6f96c8a2fa4d6a234a025f1759c771fab,flat,,3.0,,,,,,,,,,,,,,,,,,,,
0xbae5a5527aff4b4b8035e960c5eaaf848e7c8c92,bungalow,2.0,3.0,gas,gas,new,y,y_cavity,above_20,25_to_50,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
0x82850a359cd131794b29d2c8e46a3de4a6272ace,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x3d0d3fc33aae601d85b1badca2a495aa01c87fb2,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x0cd3bd8a02d294e34320a5975eaa9373ae71f55b,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x04a0d9ea035722393574803ae4eec132a25bf736,,,,,,,,,,,,,,,,,,,,,,,
0x6d83922e5d3e658cb5f9d50d2ce2dd293bf4f854,,,,,,,,,,,,,,,,,,,,,,,
0xbacbee0a2b03f38402712d2b0a3619f8f4075649,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xd577887be684838deaa46f167c1a647a3462c87a,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xcf56e9562cf66e01b61a733d1924bd478a504dc3,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x14d6881dcd8b9aa0ba779e27b41bbe0a49b44573,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xe78ccf2e643203398b78d4e9266ef56370a2757c,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xbfdfb2dad7776cf8915384168f147771f9eb837f,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x9049f0442e66d19e66971eb281d8f20a7343b313,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x9a7418ffd60b0ba1d85049f0a58fa38a5d99a29a,,,3.0,,,,,,,,,,,,,,,,,,,,
0xf93e4204948eefab7d1bac68f99d3f7ddfce35d0,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x6556af4a9ed29715f5105ec6c9c2a561809ee92f,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x6715171a4bab9377f738574c419aea8684de8498,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x467108919ad72bc3730d606f806b55bfb80b3f58,,,,,,,,,,,,,,,,,,,,,,,
0x3d6485481dee347c6f350ba6764dde612e678c02,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x38eb2386deb742837ae95877c3ebb0cfe716e75e,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0xa1d5c8683431d0fd020cdc9364da03b3c7674d6f,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x99c91d44615a8a3f63f3ae93886a623d4ff4656f,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x10ef3096f43538f89d4e3d8f1f467b9ac79cbd00,flat,,3.0,,,,,,,,,,,,,,,,,,,,
0xe567ee1ac3a2470db6077e5dbd9ae1f5149a8b9c,bungalow,,2.0,,,,,,,,,,,,,,,,,,,,
0x33791e6c889d9b4ca551fe9a207a3156f90dc282,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xa4019c279b9d40a371fe5b149e951df47a24d5ce,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x5727a4db5953abc26b059120f13a6ffe1bbf0c6b,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xa598ff9ba1627e5a292fd18b029f55713666fc24,,,3.0,,,,,,,,,,,,,,,,,,,,
0xe3f1326b535fddf3d563e58a9ea83190c232e36a,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0xc649139101181ceab84678547a95856d67198365,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x294e56ccc678f52bac870c1216077f494db254b6,,,,,,,,,,,,,,,,,,,,,,,
0xbd5b6c1ad4dfcdf49c716b35e6b20bc48cf4164d,flat,,3.0,,,,,,,,,,,,,,,,,,,,
0x37d720ae9d88806617e6e934e3a6aaede4bc01dc,,,,,,,,,,,,,,,,,,,,,,,
0x68bc56d3517d5632223a45870aa599b9b3d32bea,detached_house,,5.0,,,,,,,,,,,,,,,,,,,,
0x70d92bb8c7d6ee61d9ef7ceccc5feb27e0772e1f,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0xcba36a51eed84d14c582e00bd0b40a1708224b71,semi_detached_house,2.0,4.0,gas,gas,new,y,n,18_to_20,0_to_25,1.0,1.0,,2.0,1.0,1.0,,,1.0,,1.0,,1.0
0xe5373549fd411e410eb4dc8aaf9db7328226cee2,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0xd378fde67deba5f3729abde92cf4c4e8972983c1,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x11f0014640550b3c31695d5b4627d2171e4fb8b0,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x2b0e4303d78d9360a6c766b44c8c81f44d644e8f,,,3.0,,,,,,,,,,,,,,,,,,,,
0xbe2fd332ae57016e4e24ed3508528fba8a7d6ea7,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xce6664546eb5b54e7c9c09c224d82ca9e56dfc7d,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xdb9ecfb6c8f03941367db89edd734e4b0e8c9069,,,3.0,,,,,,,,,,,,,,,,,,,,
0x08a955e8376882300eaa4382ab29f4ad8a515ff5,detached_house,,,,,,,,,,,,,,,,,,,,,,
0x8e3eb631a8b42b613689df9cae23bad344c91246,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x79cf2856b9315ae344425971db7b2ea9932acfd1,,,3.0,,,,,,,,,,,,,,,,,,,,
0xf0047c2417ada42f8418f95458d1b30d5af30875,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x281e0b3dc7f1bbac09857a94ab1d56effc8832b5,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xbf64244e7cf461caa90682d9190d1170ab886f28,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x2310f638aa2772ca939d657013acccab1fb458c3,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xa962c27a1982ffb13ff28d85ea2914583c992532,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0xd5c4eeaae76dbd139af2d8db37e840245286e03e,,,,,,,,,,,,,,,,,,,,,,,
0x470eb24be56bc83ca254195a427bb2e7427834ef,detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x463a81cf24b2b71abf53a812ecef0a76967908d4,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0xf9cab0bf0fa49ec5081c1e2fcaddef1046c7b890,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x3e797579721a37718f5e9992c725cf5e40e3e486,flat,,2.0,,,,,,,,,,,,,,,,,,,,
0x1192ef28a0dc983e9d87fd023faacf6fadbaba1e,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x8abd03682a5a320dde634b6b70a4b1a3f8fb4c37,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x2051238a44c1dacd9ba7d6d6d0669c74972623ac,detached_house,,5.0,,,,,,,,,,,,,,,,,,,,
0x10004081106012837e4a1d6b5e1f39c97cdebe8d,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0xf16b80935dff6df10ad3ee33cd5d2cb05427de1d,,,,,,,,,,,,,,,,,,,,,,,
0x96d44bf20be33bb631da27c53fc62602655b1544,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xf7552a2fb79cae1fed78d73b845d5e9eda650594,bungalow,,4.0,,,,,,,,,,,,,,,,,,,,
0x7002ad5acea271f0d8bcf4b8db800346b1550963,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x8edbb4daa28d771b31dfa6cb5365e236d7432e8f,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x11f7baeffef2df2a63e77fa716194442b2dd7054,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xfecfbc041380d9c637d1ba5479b373bdecce9778,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x4daf3c4782db3ded480545c292b9aa0b49f192f4,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x636b683de225610d132a10bae733b78bf7028982,,,,,,,,,,,,,,,,,,,,,,,
0x7bc3fe18ff1ad52c1604db104260bc885bce8243,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xd030a4ef9685df3c4c5188d6e74b6d90a7dbf166,semi_detached_house,2.0,3.0,gas,gas,new,y,y_cavity,18_to_20,50_to_75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
0x20470618a89c4005f6a125dfe118f88e192cf0be,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x23d7853f13c850c7ba1e5a096b8f9935d58ca3e3,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x83d388211a8e897daff9f36d098986a65ee1286f,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x9887657f0f94481edda78dcc7a2922de966b5973,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x734af6f825d1446d006d68f2ff8cd1a65a6dd1c7,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x2a20d132ffc653567f6ede855dc35097df0c5c3f,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x79a5fec2cc46b97bde693c28a6fbbe60d8c4975a,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xb76eaed804011ccafc621c1633c20f1c950d4ed1,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x0b68ff365271c890e66882963330e398809f09b4,semi_detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x8f9827a2897e02527d4617a0a4fa549cb4c3bfd0,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x274d281b4d3ba3f74b6a8f0058d53a42b30e8661,,,3.0,,,,,,,,,,,,,,,,,,,,
0x7eff009fe2b4addefa0e64cf9cbbaff6c9ff45b0,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0xd06d8c36579b6d75174d6769c3a887dc991d15b4,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xbe54abee539bd315d04ab5082333506fca5f3b85,,,3.0,,,,,,,,,,,,,,,,,,,,
0xbd49f6815a5cfea3001cc8e43a82d5db7ce56655,,,,,,,,,,,,,,,,,,,,,,,
0xe438971c2caa6b44ae3468c11d7e322834377616,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xfeada03b1c7b78d0e4ac299a1963f016f134c18c,,,,,,,,,,,,,,,,,,,,,,,
0x90e68c2c6d790d011721ea21b039392519003f30,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x77f7e340f76731b7aa1b2b61bff29ef933227442,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x46b7455cbf8bd9e1c8a38d2e18dc2a1890eb4570,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x3aae060aeb2f50adc4a41af0f2ff3718ffa00cf8,terraced_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x163bf7ffbf5117b1b46f51f4e9be4bf740abbc1a,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x3de345683af719e45e509b34aa8dad9502852c1a,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x91cb8b8f6064d7b928950a9fce8dbc30a8967680,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x4f9d043a45694a9ca508fa6792c52515ebebef67,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xbfa788eccc3f5ef33c8320e0e2d643c73dbeb3b6,,,,,,,,,,,,,,,,,,,,,,,
0x2520ec5e1c4c8cc401df1e3cd863214826a5444c,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x0e4ca96c2736014308dad41415e76e54b5f195c0,bungalow,,,,,,,,,,,,,,,,,,,,,,
0x48b0b420502bbe43d7de513777ab983e25aa196a,semi_detached_house,,2.0,,,,,,,,,,,,,,,,,,,,
0x73a9d6c5322edfccde93b6fdd03527de7135c90b,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x3d06609a1919892659ee0fada70448406cd92a84,detached_house,2.0,4.0,gas,elec,old,y,y_internal,below_18,75_to_100,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,,,1.0,2.0
0x86d893266f961d8587d6e5102051c280106949ea,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x7785332591bfbea249e7ae0d66c554f96d7dd4b3,bungalow,,2.0,,,,,,,,,,,,,,,,,,,,
0x87b8afc2d05206349fa88fae2184e2a2b755773d,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xe4c3ec21be98862df9f8ddbd3de605e608964b66,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xb48a178e0e76d9c9a522e19e67e1915c0858a82f,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x80116e791f85fb642b290fb1f44f767e14fe8cf2,,,4.0,,,,,,,,,,,,,,,,,,,,
0x74ab03fa5599b3367a38a2864d87281c4505c07e,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xfa73bf6aa0aae059b6bb2737cd3633e3ca877f72,,,3.0,,,,,,,,,,,,,,,,,,,,
0x82b1bdef2eadeec72a2f983e200900c5a50df842,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x772462bcb43c65c65e0aabf798169d3842b52092,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x3d79047e01297d048d6306d40d2f56fcad17bfdc,,,,,,,,,,,,,,,,,,,,,,,
0xac7856a164d94b6a5cfb2070f6eb6c186db7e6c4,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0xd3c6a90303784f5bb84eb0b77836f7a41f39070f,semi_detached_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x59cba91f66889884bf5baf58fd18ba99fb77438d,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0xb82f34bbaf13c7c1b43667dd6a20914ba41d2a73,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0xde9847688b2a16eb8b18a99e8a84a0f626654679,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x84de4f44d96e76e8ce52acb6ea101e3a03519b76,terraced_house,,3.0,,,,,,,,,,,,,,,,,,,,
0x028c5cee0aa4c81e2dfe1a4543e4f91dc418d492,bungalow,,3.0,,,,,,,,,,,,,,,,,,,,
0x1bb899e9f53b3794739b55177555183eb375bef7,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
0x748cad7867e108022b8692e6cf833b2e09efa5df,semi_detached_house,2.0,3.0,gas,gas,old,y,y_cavity,18_to_20,75_to_100,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0
0x676d732ae35a2ae6e1275b8f874625979cc81248,,,4.0,,,,,,,,,,,,,,,,,,,,
0xccadb84cf5a320c64438f86eb5c51897d1cad318,detached_house,,4.0,,,,,,,,,,,,,,,,,,,,
